Country,CountryCode,StatsSeriesExtDim,StatsSeriesExtDimCode,2007,2008,2009,2010,2011,2012
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 65-69, male, no education",MYS.POP.6569.NED.MA,,,,11.00646789,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 65-69, male, primary",MYS.POP.6569.PRI.MA,,,,40.44412318,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 65-69, male, secondary",MYS.POP.6569.SEC.MA,,,,20.3042089,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 65-69, male, tertiary",MYS.POP.6569.TER.MA,,,,11.92520002,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 65-69, total, no education",MYS.POP.6569.NED.MF,,,,50.2282322,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 65-69, total, primary",MYS.POP.6569.PRI.MF,,,,75.65760701,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 65-69, total, secondary",MYS.POP.6569.SEC.MF,,,,34.24002814,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 65-69, total, tertiary",MYS.POP.6569.TER.MF,,,,20.57413265,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 70-74, female, no education",MYS.POP.7074.NED.FE,,,,37.67585016,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 70-74, female, primary",MYS.POP.7074.PRI.FE,,,,21.95798687,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 70-74, female, secondary",MYS.POP.7074.SEC.FE,,,,10.23808224,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 70-74, female, tertiary",MYS.POP.7074.TER.FE,,,,5.608080725,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 70-74, male, no education",MYS.POP.7074.NED.MA,,,,12.40042196,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 70-74, male, primary",MYS.POP.7074.PRI.MA,,,,29.28948167,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 70-74, male, secondary",MYS.POP.7074.SEC.MA,,,,12.69002797,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 70-74, male, tertiary",MYS.POP.7074.TER.MA,,,,7.340068401,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 70-74, total, no education",MYS.POP.7074.NED.MF,,,,50.07627212,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 70-74, total, primary",MYS.POP.7074.PRI.MF,,,,51.24746854,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 70-74, total, secondary",MYS.POP.7074.SEC.MF,,,,22.92811021,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 70-74, total, tertiary",MYS.POP.7074.TER.MF,,,,12.94814913,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 75-79, female, no education",MYS.POP.7579.NED.FE,,,,30.02017812,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 75-79, female, primary",MYS.POP.7579.PRI.FE,,,,12.5975281,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 75-79, female, secondary",MYS.POP.7579.SEC.FE,,,,5.63138032,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 75-79, female, tertiary",MYS.POP.7579.TER.FE,,,,2.750913466,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 75-79, male, no education",MYS.POP.7579.NED.MA,,,,10.68581473,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 75-79, male, primary",MYS.POP.7579.PRI.MA,,,,17.98851044,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 75-79, male, secondary",MYS.POP.7579.SEC.MA,,,,6.657588743,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 75-79, male, tertiary",MYS.POP.7579.TER.MA,,,,3.678086085,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 75-79, total, no education",MYS.POP.7579.NED.MF,,,,40.70599285,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 75-79, total, primary",MYS.POP.7579.PRI.MF,,,,30.58603854,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 75-79, total, secondary",MYS.POP.7579.SEC.MF,,,,12.28896906,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 75-79, total, tertiary",MYS.POP.7579.TER.MF,,,,6.428999551,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 80+, female, no education",MYS.POP.80UP.NED.FE,,,,27.36459389,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 80+, female, primary",MYS.POP.80UP.PRI.FE,,,,9.142065139,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 80+, female, secondary",MYS.POP.80UP.SEC.FE,,,,4.54634094,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 80+, female, tertiary",MYS.POP.80UP.TER.FE,,,,1.976150076,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 80+, male, no education",MYS.POP.80UP.NED.MA,,,,9.786492826,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 80+, male, primary",MYS.POP.80UP.PRI.MA,,,,11.78543659,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 80+, male, secondary",MYS.POP.80UP.SEC.MA,,,,4.462711604,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 80+, male, tertiary",MYS.POP.80UP.TER.MA,,,,2.681122603,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 80+, total, no education",MYS.POP.80UP.NED.MF,,,,37.15108672,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 80+, total, primary",MYS.POP.80UP.PRI.MF,,,,20.92750173,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 80+, total, secondary",MYS.POP.80UP.SEC.MF,,,,9.009052544,,
Bolivia,BOL,"IIASA/VID Projection: Population (in thousands) by educational attainment, age 80+, total, tertiary",MYS.POP.80UP.TER.MF,,,,4.657272679,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15+, female, no education",MYS.PROP.15UP.NED.FE,,,,0.107295109,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15+, female, primary",MYS.PROP.15UP.PRI.FE,,,,0.300199555,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15+, female, secondary",MYS.PROP.15UP.SEC.FE,,,,0.418544491,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15+, female, tertiary",MYS.PROP.15UP.TER.FE,,,,0.173960845,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15+, male, no education",MYS.PROP.15UP.NED.MA,,,,0.036365511,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15+, male, primary",MYS.PROP.15UP.PRI.MA,,,,0.254522297,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15+, male, secondary",MYS.PROP.15UP.SEC.MA,,,,0.520058462,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15+, male, tertiary",MYS.PROP.15UP.TER.MA,,,,0.189053729,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15+, total, no education",MYS.PROP.15UP.NED.MF,,,,0.072351696,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15+, total, primary",MYS.PROP.15UP.PRI.MF,,,,0.277696688,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15+, total, secondary",MYS.PROP.15UP.SEC.MF,,,,0.468555272,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15+, total, tertiary",MYS.PROP.15UP.TER.MF,,,,0.181396343,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-19, female, no education",MYS.PROP.1519.NED.FE,,,,0.009382739,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-19, female, primary",MYS.PROP.1519.PRI.FE,,,,0.262965924,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-19, female, secondary",MYS.PROP.1519.SEC.FE,,,,0.727651337,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-19, female, tertiary",MYS.PROP.1519.TER.FE,,,,0,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-19, male, no education",MYS.PROP.1519.NED.MA,,,,0.005723322,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-19, male, primary",MYS.PROP.1519.PRI.MA,,,,0.245735303,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-19, male, secondary",MYS.PROP.1519.SEC.MA,,,,0.748541376,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-19, male, tertiary",MYS.PROP.1519.TER.MA,,,,0,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-19, total, no education",MYS.PROP.1519.NED.MF,,,,0.007520523,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-19, total, primary",MYS.PROP.1519.PRI.MF,,,,0.254197548,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-19, total, secondary",MYS.PROP.1519.SEC.MF,,,,0.738281929,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-19, total, tertiary",MYS.PROP.1519.TER.MF,,,,0,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-44, female, no education",MYS.PROP.1544.NED.FE,,,,0.03316024,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-44, female, primary",MYS.PROP.1544.PRI.FE,,,,0.2700971,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-44, female, secondary",MYS.PROP.1544.SEC.FE,,,,0.50269865,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-44, female, tertiary",MYS.PROP.1544.TER.FE,,,,0.19404401,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-44, male, no education",MYS.PROP.1544.NED.MA,,,,0.01436943,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-44, male, primary",MYS.PROP.1544.PRI.MA,,,,0.205912337,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-44, male, secondary",MYS.PROP.1544.SEC.MA,,,,0.584961075,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-44, male, tertiary",MYS.PROP.1544.TER.MA,,,,0.194757158,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-44, total, no education",MYS.PROP.1544.NED.MF,,,,0.023736926,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-44, total, primary",MYS.PROP.1544.PRI.MF,,,,0.237909387,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-44, total, secondary",MYS.PROP.1544.SEC.MF,,,,0.543952044,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-44, total, tertiary",MYS.PROP.1544.TER.MF,,,,0.194401643,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-64, female, no education",MYS.PROP.1564.NED.FE,,,,0.072090677,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-64, female, primary",MYS.PROP.1564.PRI.FE,,,,0.300566261,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-64, female, secondary",MYS.PROP.1564.SEC.FE,,,,0.444261232,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-64, female, tertiary",MYS.PROP.1564.TER.FE,,,,0.18308183,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-64, male, no education",MYS.PROP.1564.NED.MA,,,,0.024162855,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-64, male, primary",MYS.PROP.1564.PRI.MA,,,,0.239234752,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-64, male, secondary",MYS.PROP.1564.SEC.MA,,,,0.542594567,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-64, male, tertiary",MYS.PROP.1564.TER.MA,,,,0.194007826,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-64, total, no education",MYS.PROP.1564.NED.MF,,,,0.048292788,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-64, total, primary",MYS.PROP.1564.PRI.MF,,,,0.270112959,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-64, total, secondary",MYS.PROP.1564.SEC.MF,,,,0.493087273,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 15-64, total, tertiary",MYS.PROP.1564.TER.MF,,,,0.18850698,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 20-24, female, no education",MYS.PROP.2024.NED.FE,,,,0.01594843,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 20-24, female, primary",MYS.PROP.2024.PRI.FE,,,,0.20681368,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 20-24, female, secondary",MYS.PROP.2024.SEC.FE,,,,0.490495848,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 20-24, female, tertiary",MYS.PROP.2024.TER.FE,,,,0.286742042,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 20-24, male, no education",MYS.PROP.2024.NED.MA,,,,0.008694001,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 20-24, male, primary",MYS.PROP.2024.PRI.MA,,,,0.152167058,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 20-24, male, secondary",MYS.PROP.2024.SEC.MA,,,,0.576548961,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 20-24, male, tertiary",MYS.PROP.2024.TER.MA,,,,0.262589979,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 20-24, total, no education",MYS.PROP.2024.NED.MF,,,,0.012275816,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 20-24, total, primary",MYS.PROP.2024.PRI.MF,,,,0.179148382,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 20-24, total, secondary",MYS.PROP.2024.SEC.MF,,,,0.534060939,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 20-24, total, tertiary",MYS.PROP.2024.TER.MF,,,,0.274514863,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 25+, female, no education",MYS.PROP.25UP.NED.FE,,,,0.148292183,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 25+, female, primary",MYS.PROP.25UP.PRI.FE,,,,0.327538593,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 25+, female, secondary",MYS.PROP.25UP.SEC.FE,,,,0.33247371,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 25+, female, tertiary",MYS.PROP.25UP.TER.FE,,,,0.191695514,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 25+, male, no education",MYS.PROP.25UP.NED.MA,,,,0.05016844,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 25+, male, primary",MYS.PROP.25UP.PRI.MA,,,,0.279002638,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 25+, male, secondary",MYS.PROP.25UP.SEC.MA,,,,0.449705224,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 25+, male, tertiary",MYS.PROP.25UP.TER.MA,,,,0.221123698,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 25+, total, no education",MYS.PROP.25UP.NED.MF,,,,0.100616727,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 25+, total, primary",MYS.PROP.25UP.PRI.MF,,,,0.303956393,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 25+, total, secondary",MYS.PROP.25UP.SEC.MF,,,,0.389433073,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 25+, total, tertiary",MYS.PROP.25UP.TER.MF,,,,0.205993807,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 25-29, female, no education",MYS.PROP.2529.NED.FE,,,,0.024990264,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 25-29, female, primary",MYS.PROP.2529.PRI.FE,,,,0.240543342,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 25-29, female, secondary",MYS.PROP.2529.SEC.FE,,,,0.454721022,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 25-29, female, tertiary",MYS.PROP.2529.TER.FE,,,,0.279745372,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 25-29, male, no education",MYS.PROP.2529.NED.MA,,,,0.012516315,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 25-29, male, primary",MYS.PROP.2529.PRI.MA,,,,0.171900805,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 25-29, male, secondary",MYS.PROP.2529.SEC.MA,,,,0.540198605,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 25-29, male, tertiary",MYS.PROP.2529.TER.MA,,,,0.275384276,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 25-29, total, no education",MYS.PROP.2529.NED.MF,,,,0.018714255,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 25-29, total, primary",MYS.PROP.2529.PRI.MF,,,,0.206007274,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 25-29, total, secondary",MYS.PROP.2529.SEC.MF,,,,0.497727294,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 25-29, total, tertiary",MYS.PROP.2529.TER.MF,,,,0.277551177,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 30-34, female, no education",MYS.PROP.3034.NED.FE,,,,0.042126395,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 30-34, female, primary",MYS.PROP.3034.PRI.FE,,,,0.271179345,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 30-34, female, secondary",MYS.PROP.3034.SEC.FE,,,,0.436621016,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 30-34, female, tertiary",MYS.PROP.3034.TER.FE,,,,0.250073243,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 30-34, male, no education",MYS.PROP.3034.NED.MA,,,,0.018269863,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 30-34, male, primary",MYS.PROP.3034.PRI.MA,,,,0.19173815,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 30-34, male, secondary",MYS.PROP.3034.SEC.MA,,,,0.530597555,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 30-34, male, tertiary",MYS.PROP.3034.TER.MA,,,,0.259394432,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 30-34, total, no education",MYS.PROP.3034.NED.MF,,,,0.030244999,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 30-34, total, primary",MYS.PROP.3034.PRI.MF,,,,0.231614821,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 30-34, total, secondary",MYS.PROP.3034.SEC.MF,,,,0.483424656,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 30-34, total, tertiary",MYS.PROP.3034.TER.MF,,,,0.254715525,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 35-39, female, no education",MYS.PROP.3539.NED.FE,,,,0.058847779,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 35-39, female, primary",MYS.PROP.3539.PRI.FE,,,,0.328382701,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 35-39, female, secondary",MYS.PROP.3539.SEC.FE,,,,0.389880902,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 35-39, female, tertiary",MYS.PROP.3539.TER.FE,,,,0.222888617,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 35-39, male, no education",MYS.PROP.3539.NED.MA,,,,0.024364891,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 35-39, male, primary",MYS.PROP.3539.PRI.MA,,,,0.228388944,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 35-39, male, secondary",MYS.PROP.3539.SEC.MA,,,,0.502938459,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 35-39, male, tertiary",MYS.PROP.3539.TER.MA,,,,0.244307705,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 35-39, total, no education",MYS.PROP.3539.NED.MF,,,,0.041842641,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 35-39, total, primary",MYS.PROP.3539.PRI.MF,,,,0.279071063,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 35-39, total, secondary",MYS.PROP.3539.SEC.MF,,,,0.445634916,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 35-39, total, tertiary",MYS.PROP.3539.TER.MF,,,,0.23345138,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 40-44, female, no education",MYS.PROP.4044.NED.FE,,,,0.080579714,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 40-44, female, primary",MYS.PROP.4044.PRI.FE,,,,0.367617832,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 40-44, female, secondary",MYS.PROP.4044.SEC.FE,,,,0.36605772,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 40-44, female, tertiary",MYS.PROP.4044.TER.FE,,,,0.185744735,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 40-44, male, no education",MYS.PROP.4044.NED.MA,,,,0.029163501,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 40-44, male, primary",MYS.PROP.4044.PRI.MA,,,,0.265306098,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 40-44, male, secondary",MYS.PROP.4044.SEC.MA,,,,0.490203469,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 40-44, male, tertiary",MYS.PROP.4044.TER.MA,,,,0.215326932,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 40-44, total, no education",MYS.PROP.4044.NED.MF,,,,0.055406298,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 40-44, total, primary",MYS.PROP.4044.PRI.MF,,,,0.31752593,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 40-44, total, secondary",MYS.PROP.4044.SEC.MF,,,,0.426839571,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 40-44, total, tertiary",MYS.PROP.4044.TER.MF,,,,0.200228201,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 45-49, female, no education",MYS.PROP.4549.NED.FE,,,,0.11949273,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 45-49, female, primary",MYS.PROP.4549.PRI.FE,,,,0.401046761,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 45-49, female, secondary",MYS.PROP.4549.SEC.FE,,,,0.316467458,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 45-49, female, tertiary",MYS.PROP.4549.TER.FE,,,,0.16299305,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 45-49, male, no education",MYS.PROP.4549.NED.MA,,,,0.035671421,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 45-49, male, primary",MYS.PROP.4549.PRI.MA,,,,0.298649214,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 45-49, male, secondary",MYS.PROP.4549.SEC.MA,,,,0.466646139,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 45-49, male, tertiary",MYS.PROP.4549.TER.MA,,,,0.199033226,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 45-49, total, no education",MYS.PROP.4549.NED.MF,,,,0.07877735,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 45-49, total, primary",MYS.PROP.4549.PRI.MF,,,,0.351308155,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 45-49, total, secondary",MYS.PROP.4549.SEC.MF,,,,0.389415282,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 45-49, total, tertiary",MYS.PROP.4549.TER.MF,,,,0.180499212,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 45-64, female, no education",MYS.PROP.4564.NED.FE,,,,0.201438203,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 45-64, female, primary",MYS.PROP.4564.PRI.FE,,,,0.401800951,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 45-64, female, secondary",MYS.PROP.4564.SEC.FE,,,,0.250101186,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 45-64, female, tertiary",MYS.PROP.4564.TER.FE,,,,0.14665966,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 45-64, male, no education",MYS.PROP.4564.NED.MA,,,,0.059714158,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 45-64, male, primary",MYS.PROP.4564.PRI.MA,,,,0.360199106,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 45-64, male, secondary",MYS.PROP.4564.SEC.MA,,,,0.388799072,,
Bolivia,BOL,"IIASA/VID Projection: Proportion of population by educational attainment, age 45-64, male, tertiary",MYS.PROP.4564.TER.MA,,,,0.191287663,,
